target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
ham,Lol for real. She told my dad I have cancer,0,43,10,4,lol for real she tell my dad have cancer
spam,PRIVATE! Your 2003 Account Statement for 078,1,44,7,6,private your 2003 account statement for 078
ham,"Oops I did have it,  &lt;#&gt; ?",0,32,7,4,oops do have it   ltgt
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",0,73,13,5,not enufcredeit tocallshall ileave uni at 6 get bus to yor house
ham,"Hi Chikku, send some nice msgs",0,30,6,5,chikku send some nice msg
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,154,32,4,he be impossible to argue with and he always treat like his sub like he never release   which he do and will remind he of that if necessary
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,107,22,4,after my work den 6 lor u workin oso rite den go orchard lor no other place to go liao
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,101,19,5,to the wonderful okor have great month we cherish you guy and wish you well each day mojibiola
ham,Cuz ibored. And don wanna study,0,31,6,5,cuz ibored and don wanna study
ham,Wot about on wed nite I am 3 then but only til 9!,0,49,13,3,wot about we d nite be 3 then but only til 9
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,281,58,4,rise for redre for bloodblood for heartheart for u but u for send tis to all ur friend include if u like if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 be pray god to marry u try it
ham,Any way where are you and what doing.,0,37,8,4,any way where be you and what do
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,0,70,16,4,that suck ill go over so u can do my hair you ll do it free right
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0,114,20,5,its still not work and this time also try add zero that be the saving the checking be   ltgt
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,116,24,4,hmm dunno leh mayb bag 4 goigng out dat be not too small ju anything except perfume smth dat can keep
ham,Sday only joined.so training we started today:),0,47,7,6,sday only joinedso training we start today
ham,Sorry * was at the grocers.,0,27,6,4,sorry   be at the grocer
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,87,17,5,there be some nice pub near here there be frankie n bennys near the warner cinema
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,164,25,6,you ve win your 4 costa del sol holiday å5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0,88,19,4,yup have not be there before you want to go for the yoga can call up to book
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,228,49,4,oh shut it omg yesterday have dream that have 2 kid both boy be so pissed not only about the kid but they be boy even tell mark in my dream that he be change diaper cause m not getting owe in the face
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,102,18,5,yeah imagine he would be really gentle unlike the other doc who treat their patient like turkey
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,162,29,5,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txte and tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,133,27,4,now that you have start do not just pray for more good idea and anything see that can help you guy ill forward you link
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,88,20,4,darlin m helens fone m go b up the prince 2 nite please come up tb love kate
ham,I'm in office now da:)where are you?,0,36,7,5,m in office now dawhere be you
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,77,17,4,aiyar u so poor thing give u my support k jia you ill think of u
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,104,16,6,oh unintentionally not bad time great finger   the train play along will give fifteen min warning
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,156,27,5,get your garden ready for summer with free selection of summer bulb and seed worth å3350 only with the scotsman this saturday to go2 notxtcouk
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,87,17,5,kthen come wenever u lik to come and also vikky to come by get free time
ham,Pls call me da. What happen.,0,28,6,4,pls call what happen
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,130,22,5,happy new year to u and ur familymay this new year bring happiness   stability and tranquility to ur vibrant colourful life
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,0,79,16,4,no problem with the renewal ill do it right away but do not know his detail
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,184,37,4,idk m sit here in and shop parking lot right now bawl my eye out because feel like m failure in everything nobody want and now feel like m fail you
ham,Haven't left yet so probably gonna be here til dinner,0,53,10,5,have not leave yet so probably go be here til dinner
ham,"Like  &lt;#&gt; , same question",0,31,5,6,like   ltgt   same question
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,85,20,4,my new year eve be ok go to party with my boyfriend who be this then hey
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,77,13,5,sir need velusamy sir date of birth and company bank facility detail
ham,K k:) sms chat with me.,0,23,6,3,k k sms chat with
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,76,14,5,will come with karnan please wait till 6 pm will directly goto doctor
ham,No but the bluray player can,0,28,6,4,no but the bluray player can
ham,Ok... Then r we meeting later?,0,30,6,5,ok then r we meet later
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,75,17,4,lol no just need to cash in my nitro hurry come before crash out
ham,Just send a text. We'll skype later.,0,36,7,5,just send text well skype later
ham,Ok leave no need to ask,0,23,6,3,ok leave no need to ask
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,160,26,6,congrat 2 mobile 3 g videophone r yours call 09063458130 now videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150p
ham,ÌÏ still got lessons?  ÌÏ in sch?,0,33,7,4,ìï still get lesson   ìï in sch
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,99,23,4,she dun believe leh tot tell she its true already thk she muz c we tog then she believe
ham,Oh did you charge camera,0,24,5,4,oh do you charge camera
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",0,67,15,4,iûve get some salt you can rub it in my open wound if you like
ham,Now i'm going for lunch.,0,24,5,4,now m go for lunch
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,0,85,21,4,m in school now n ill be in lab do some stuff give call when ì r do
ham,Oh k. . I will come tomorrow,0,28,7,4,oh k   will come tomorrow
ham,"Aight, text me tonight and we'll see what's up",0,46,9,5,aight text tonight and well see what s up
ham,U 2.,0,4,2,2,u 2
ham,Water logging in desert. Geoenvironmental implications.,0,55,6,9,water log in desert geoenvironmental implication
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,93,17,5,rajipls do favour pls convey my birthday wish to nimya pls today be her birthday
ham,Company is very good.environment is terrific and food is really nice:),0,70,11,6,company be very goodenvironment be terrific and food be really nice
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,86,17,5,very strange   and   be watch the 2nd one now but m in bed sweet dream miss u
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,119,26,4,sms auction   brand new nokia 7250 be up 4 auction today auction be free 2 join   take part txt nokia to 86021 now
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0,101,23,4,hope u r both ok he say he would text and he have not have u see he let down gently please
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,157,34,4,babe fucking love you too   you know fuck it be so good to hear your voice so need that crave it can not get enough adore you ahmad kiss
ham,K sure am in my relatives home. Sms me de. Pls:-),0,49,11,4,k sure be in my home sm pls
ham,I sent them. Do you like?,0,25,6,4,they do you like
ham,"Fuuuuck I need to stop sleepin, sup",0,35,7,5,fuuuuck need to sleepin sup
ham,I'm in town now so i'll jus take mrt down later.,0,48,11,4,m in town now so ill ju take mrt down later
ham,I just cooked a rather nice salmon a la you,0,43,10,4,just cook rather nice salmon you
ham,I uploaded mine to Facebook,0,27,5,5,upload mine to facebook
ham,WHAT TIME U WRKIN?,0,18,4,4,what time u wrkin
ham,Okie,0,4,1,4,okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,142,30,4,ree entry in 2 weekly comp for chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for detail 18
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,156,30,5,our record indicate u maybe entitle to 5000 pound in compensation for the accident you have to claim 4 free reply with claim to this msg 2 txt
ham,"Sorry, I'll call later",0,22,4,5,sorry ill call later
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,69,14,4,oh oh den muz change plan liao go back have to yan jiu again
ham,"It's wylie, you in tampa or sarasota?",0,37,7,5,its wylie you in tampa sarasota
ham,Ok... Take ur time n enjoy ur dinner...,0,39,8,4,ok take ur time n enjoy ur dinner
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,134,30,4,darren be say dat if u meet ge den we dun meet 4 dinner cos later u leave xy will feel awkward den u meet he 4 lunch lor
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1,150,28,5,spook up your mob with halloween collection of logo   pic message free eerie tone txt card spook to 8007 ze 08701417012150p per logopic
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,0,85,18,4,like cheap but iûm happy to splash out the wine if it make you feel well
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,116,21,5,she s fine have have difficulty with her phone it work with mine can you pls send she another friend request
ham,Ugh my leg hurts. Musta overdid it on mon.,0,42,9,4,ugh my leg hurt musta overdo it
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,151,25,6,call germany for only 1 pence per minute call from fix line access number 0844 861 85 85 no prepayment direct access wwwtelediscountcouk
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,164,25,6,you ve win your 4 costa del sol holiday å5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,40,8,5,wot student discount can u get book
ham,Me fine..absolutly fine,0,23,3,7,fineabsolutly fine
ham,How come she can get it? Should b quite diff to guess rite...,0,61,13,4,how come she can get it should b quite diff to guess rite
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,160,26,6,have your mobile 11mth   update for free to orange late colour camera mobile   unlimited weekend call call mobile upd8 freefone 08000839402 2stoptxt
ham,I will reach ur home in  &lt;#&gt;  minutes,0,43,8,5,will reach ur home in   ltgt   minute
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,109,23,4,babe m answer you can not you see   maybe you d well reboot ym   get the photo   its great
ham,Hi.what you think about match?,0,30,5,6,hiwhat you think about match
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,329,61,5,know you be thinkin malaria but relax child can not handle malaria she would have be bad and its gastroenteritis if she take enough to replace her loss her temp will reduce and if you give her malaria med now she will just vomit its self limit illness she have which mean in few day it will completely
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,91,18,5,dai download but there be only exe file which can only run that exe after instal
ham,It is only yesterday true true.,0,31,6,5,it be only yesterday true true
ham,K.k.how is your business now?,0,29,5,5,kkhow be your business now
ham,3 pa but not selected.,0,22,5,4,3 pa but not select
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,136,22,6,natalja 25f be invite you to be her friend reply yes440 no440 see her wwwsmsacunat27081980 send frnd to 62468
ham,I keep ten rs in my shelf:) buy two egg.,0,40,10,4,keep ten rs in my shelf buy two egg
ham,I am late. I will be there at,0,29,8,3,be late will be there at
ham,Well thats nice. Too bad i cant eat it,0,38,9,4,well that s nice too bad can not eat it
ham,I accidentally brought em home in the box,0,41,8,5,accidentally bring em home in the box
ham,Pls she needs to dat slowly or she will vomit more.,0,51,11,4,pls she need to dat slowly she will vomit more
ham,I have to take exam with in march 3,0,35,9,3,have to take exam with in march 3
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,89,18,4,jane babes not goin 2 wrk feel ill after lst nite fone in already cover 4 chuck
ham,5 nights...We nt staying at port step liao...Too ex,0,51,9,5,5 nightswe not stay at port step liaotoo ex
ham,If I die I want u to have all my stuffs.,0,40,11,3,if die want u to have all my stuff
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",0,112,24,4,oh fuck juswoke up in bed boatin the dock sleep wid 25 year old spinout giv u gossip l8r xxx
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,141,26,5,smile in pleasure smile in pain smile when trouble like rain smile when sum1 hurt u smile becoz someone still love to see u smile
ham,Prabha..i'm soryda..realy..frm heart i'm sory,0,45,5,9,prabhaim sorydarealyfrm heart m sory
ham,I re-met alex nichols from middle school and it turns out he's dealing!,0,71,13,5,remet alex nichols from middle school and it turn out he s deal
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,146,22,6,private your 2003 account statement for fone no show 800 unredeemed s m point call 08715203656 identifier code 42049 expire 261004
ham,It means u could not keep ur words.,0,35,8,4,it mean u could not keep ur word
ham,"Nope, I'm still in the market",0,29,6,4,nope m still in the market
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,143,34,4,realise you be busy guy and m try not to be bother have to get some exam outta the way and then try the do have gr8 day
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,159,28,5,you be choose to receive å350 award pls call claim number 09066364311 to collect your award which you be select to receive value mobile customer
ham,Hey what how about your project. Started aha da.,0,48,9,5,hey what how about your project start aha
ham,Ok cool. See ya then.,0,21,5,4,ok cool see ya then
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,98,21,4,be the uworld site be buy the qbank only be buy it with the self assessment also
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,136,26,5,your opinion about 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not mature 8 stylish 9 simple pls reply
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,1,155,27,5,someonone you know be try to contact you our date service to find out who it could be call from your mobile landline 09064015307 box334sk38ch
ham,Yeah I can still give you a ride,0,32,8,4,yeah can still give you ride
ham,"Jay wants to work out first, how's 4 sound?",0,43,9,4,jay want to work out first how s 4 sound
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",0,48,9,5,gud gudk chikku tke care sleep well gud nyt
ham,Its a part of checking IQ,0,25,6,4,its part of check iq
ham,Hmm thinking lor...,0,19,3,6,hmm think lor
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,133,27,4,of course   do not tease   you know simply must see   grin   do keep post my prey   loving smile devour kiss
ham,thanks for the temales it was wonderful. Thank. Have a great week.,0,66,12,5,thank for the temale it be wonderful thank have great week
ham,Thank you princess! I want to see your nice juicy booty...,0,58,11,5,thank you princess want to see your nice juicy booty
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,119,23,5,have not eat all day m sit here stare at this juicy pizza and can not eat it these med be ruin my life
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,53,6,8,gud ni8 dearslp welltake careswt dreamsmuah
ham,U come n search tat vid..not finishd..,0,38,7,5,u come n search tat vidnot finishd
ham,"K I'm leaving soon, be there a little after 9",0,45,10,4,k m leave soon be there little after 9
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,127,23,5,urgent please call 09061213237 from landline å5000 cash 4 holiday await collection t cs sae po box 177 m227xy 16
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,99,20,4,yeah work be fine start last week all the same stuff before dull but easy and guy be fun
ham,You do your studies alone without anyones help. If you cant no need to study.,0,77,15,5,you do your study alone without anyone help if you can not no need to study
ham,Please tell me not all of my car keys are in your purse,0,55,13,4,please tell not all of my key be in your purse
ham,I didnt get anything da,0,23,5,4,do not get anything
ham,Ok... Sweet dreams...,0,21,3,7,ok sweet dream
ham,Well she's in for a big surprise!,0,33,7,4,well she s in for big surprise
ham,"As usual..iam fine, happy &amp; doing well..:)",0,46,7,6,usualiam fine happy amp do well
ham,1 in cbe. 2 in chennai.,0,23,6,3,1 in cbe 2 in chennai
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,82,18,4,can help u swoop by pick u up from wherever ur other bird r meeting if u want
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,127,25,5,if anyone call for treadmill say you ll buy it make sure its working find an ad craigslist selling for   ltgt
ham,I absolutely LOVE South Park! I only recently started watching the office.,0,74,12,6,absolutely love south park only recently start watch the office
ham,Did you see that film:),0,23,5,4,do you see that film
ham,Pls speak with me. I wont ask anything other then you friendship.,0,65,12,5,pls speak with will not ask anything other then you friendship
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,278,63,4,storm msg wen u lift d phne u say hello do u knw wt be d real meaning of hello     its d name of girl     yes and u knw who be dat girl margaret hello she be d girlfrnd f grahmbell who invnte telphone      moralone can 4get d name of person
ham,Gud ni8.swt drms.take care,0,26,4,6,gud ni8swt drmstake care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,152,33,4,darlin its kate be u up for doin somethin tonight m go to pub call the swan something with my parent for one drink so phone if u can
ham,Anything lar then Ì_ not going home 4 dinner?,0,45,9,5,anything lar then ì not go home 4 dinner
ham,\ER,0,3,1,3,er
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,145,27,5,if you do not your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy
ham,Did u fix the teeth?if not do it asap.ok take care.,0,51,11,4,do u fix the teethif not do it asapok take care
ham,So u wan 2 come for our dinner tonight a not?,0,45,11,4,so u wan 2 come for our dinner tonight not
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,152,31,4,hellohow u doingwhat u be up 2when will u b move out of the flat cos will need to arrange to pick up the lamp take care hello caroline
ham,Its too late:)but its k.wish you the same.,0,42,8,5,its too latebut its kwish you the same
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,101,21,4,hope ur day   good back from walk table book for half eight let know when ur come over
ham,Oh yeah clearly it's my fault,0,29,6,4,oh yeah clearly its my fault
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,63,13,4,dunno leh can not remember mayb lor so wat time r we meet tmr
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,168,34,4,good msg its hard to be with person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,144,23,6,urgent your mobile number have be award with å2000 prize guarantee call 09061790126 from land line claim 3030 valid 12hrs only 150ppm
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",0,125,16,7,helloooo wake up sweet morning welcome you enjoy this day with full of joy gud mrng
ham,"Vikky, come around  &lt;TIME&gt; ..",0,35,5,7,vikky come around   lttimegt
ham,"And how you will do that, princess? :)",0,38,8,4,and how you will do that princess
ham,I have gone into get info bt dont know what to do,0,49,12,4,have go into get info bt do not know what to do
ham,"Yeah, probably here for a while",0,31,6,5,yeah probably here for while
ham,Sent me ur email id soon,0,24,6,4,ur email d soon
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,156,26,6,urgent you have win 1 week free membership in our å100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18
ham,I'm still pretty weak today .. Bad day ?,0,40,9,4,m still pretty weak today   bad day
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,113,23,4,hey   do not forget   you be mine   for   my possession   my property   mmm   childish smile
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,119,24,4,an excellent thought by misundrstud frnd knw u hate bt the day wen ull knw the truth ull hate urself gn
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,50,12,4,hey congrat 2u2 d luv 2 but ve have 2 go home
ham,Dear where you. Call me,0,23,5,4,dear where you call
ham,Xy trying smth now. U eat already? We havent...,0,47,9,5,xy try smth now u eat already we have not
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,155,25,6,urgent please call 09061213237 from landline å5000 cash luxury 4 canary island holiday await collection tcs sae po box 177 m227xy 150ppm 16
ham,I donno its in your genes or something,0,38,8,4,donno its in your gene something
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,157,24,6,xma iscome   ur award either å500 cd gift voucher   free entry 2 r å100 weekly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16subscription
ham,Alex says he's not ok with you not being ok with it,0,51,12,4,alex say he s not ok with you not be ok with it
ham,Are u coming to the funeral home,0,32,7,4,be u come to the funeral home
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,125,22,5,my darling sister how be you do when s school resuming be there minimum wait period before you reapply do take care
ham,I.ll hand her my phone to chat wit u,0,36,9,4,ill hand she my phone to chat wit u
ham,Well good morning mr . Hows london treatin' ya treacle?,0,55,10,5,well good morning mr   how s london treatin ya treacle
ham,I can't make it tonight,0,23,5,4,can not make it tonight
ham,At WHAT TIME should i come tomorrow,0,35,7,5,at what time should come tomorrow
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,87,16,5,about   ltgt buck the bank fee be fix well to call the bank and find out
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",0,71,15,4,can but it will tell quite long cos have not finish my film yet
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,94,21,4,pls ask macho how much be budget for bb bold 2 be cos see new one for   ltgt   dollar
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",0,99,17,5,miss your call and my mumha beendroppe red wine all over theplace what be your adress
ham,Ill be at yours in about 3 mins but look out for me,0,51,13,3,ill be at yours in about 3 min but look out for
ham,What you did in  leave.,0,23,5,4,what you do in   leave
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,162,33,4,m come back thursday yay be it go be ok to get the money cheer oh yeah and how be you everything alright how s school do you call it work now
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,82,17,4,jolly good by the way   will give u ticket for sat eve 730 speak before then x
ham,"yeah, that's what I was thinking",0,32,6,5,yeah that s what be think
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,146,29,5,kkim go to tirunelvali this week to see my uncle already spend the amount by take dress so only want moneyi will give it feb 1
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,121,21,5,here get ur favorite oyster n get my favorite sashimi ok lar dun say already wait ur stomach start rumble
ham,My sister going to earn more than me da.,0,40,9,4,my sister go to earn more than
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,157,28,5,get the official england poly ringtone colour flag yer mobile for tonight game text tone flag to 84199 optout txt eng box39822 w111wx å150
ham,Hahaha..use your brain dear,0,27,4,6,hahahause your brain dear
ham,Jus finish watching tv... U?,0,28,5,5,ju finish watch tv u
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0,97,21,4,k fyi m back in my parent place in south tampa so might need to do the deal somewhere else
